Provider,TotalClaims,InpatientClaims,OutpatientClaims,UniqueBeneficiaries,UniqueAttendPhysicians,AvgClaimAmt,TotalReimbursement,MaxClaimAmt,StdClaimAmt,AvgDeductible,TotalDeductible,ReimbursementPerClaim,DeductibleRatio,ReimbPerBeneficiary,ClaimsPerBeneficiary,InpatientRatio,HighCostClaimRatio,AvgClaimDuration,AvgHospitalStay,TotalHospitalDays,AvgNumDiagCodes,AvgNumProcCodes,AvgUniqueDiagCodes,AvgUniqueProcCodes,MaxDiagCodes,AvgPatientAge,MinPatientAge,MaxPatientAge,StdPatientAge,PctDeadPatients,AvgChronicCondCount,MaxChronicCondCount,PctHighChronicCond,RenalDiseaseRatio,Avg_ChronicCond_Alzheimer,Avg_ChronicCond_Heartfailure,Avg_ChronicCond_KidneyDisease,Avg_ChronicCond_Cancer,Avg_ChronicCond_Diabetes,Avg_ChronicCond_stroke,Avg_ChronicCond_Depression,ClaimAmt_Skewness,ClaimAmt_Kurtosis,ClaimAmt_CV,SharedPatientRatio,PctMaxDiagCodes,RepeatPatientRatio,AvgIPReimb,AvgOPReimb,AvgIPDeductible,AvgOPDeductible,AvgPartACovMonths,AvgPartBCovMonths,ClaimsPerPhysician,BenePerPhysician,PhysicianConcentration,PotentialFraud,FraudLabel
PRV51015,8,0,8,7,3,87.5,700,200,74.01737247816507,0.0,0.0,77.77777777777777,0.0,87.5,1.0,0.0,0.0,0.375,0.0,0.0,3.125,0.0,3.125,0.0,9,71.625,57,94,11.807231440338343,0.0,6.375,9,0.875,0.375,0.5,0.875,0.5,0.375,1.0,0.125,0.875,0.9374450973251452,-0.5611146902287825,0.8459128283122189,1.0,0.0,0.14285714285714285,1186.25,1445.0,267.0,263.75,12.0,12.0,2.0,1.75,0.375,No,0
PRV51016,6,0,6,6,3,28.333333333333332,170,90,37.638632635454044,0.0,0.0,24.285714285714285,0.0,24.285714285714285,0.8571428571428571,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,3.5,0.0,3.5,0.0,9,70.5,44,82,13.823892360692051,0.0,5.5,7,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.16666666666666666,0.3333333333333333,1.1727624884281542,-0.32703114186851145,1.3284223282632572,0.0,0.0,0.0,0.0,878.3333333333334,0.0,295.0,12.0,12.0,1.5,1.5,0.3888888888888889,No,0
PRV51017,515,0,515,420,113,277.126213592233,142720,3300,570.1818038894332,2.0388349514563107,1050.0,276.5891472868217,0.007357011231703813,339.00237529691213,1.2232779097387174,0.0,0.10097087378640776,1.3572815533980582,0.0,0.0,2.704854368932039,0.003883495145631068,2.6990291262135924,0.003883495145631068,10,72.14368932038835,26,100,12.12302107805362,0.009708737864077669,4.36504854368932,10,0.6368932038834951,0.1650485436893204,0.41941747572815535,0.570873786407767,0.4174757281553398,0.11262135922330097,0.6815533980582524,0.0912621359223301,0.4077669902912621,3.309391241577821,10.971997656745645,2.0574805843749897,0.5941747572815534,0.001941747572815534,0.16428571428571428,3322.7184466019417,2370.990291262136,385.4601941747573,689.3009708737864,11.895145631067962,11.966990291262135,4.517543859649122,3.6842105263157894,0.023266418157153773,No,0
PRV51021,257,29,228,208,69,1357.3151750972763,348830,57000,4462.486890505436,122.53696498054475,31492.0,1352.0542635658915,0.09027867362705723,1669.043062200957,1.229665071770335,0.1124031007751938,0.09727626459143969,2.0,0.5369649805447471,138.0,3.4280155642023344,0.08560311284046693,3.4202334630350193,0.08560311284046693,10,72.58365758754864,28,98,13.157170597521933,0.0038910505836575876,4.715953307392996,10,0.7003891050583657,0.22178988326848248,0.3657587548638132,0.5642023346303502,0.47470817120622566,0.23346303501945526,0.754863813229572,0.10505836575875487,0.45136186770428016,8.45220372092881,95.9983137928729,3.2877307882322397,0.5525291828793775,0.019455252918287938,0.15865384615384615,4886.964980544747,2695.0972762645915,582.7859922178989,770.0466926070039,11.95330739299611,11.914396887159533,3.6714285714285713,2.9714285714285715,0.0263671875,Yes,1
PRV51023,36,9,27,35,14,1822.5,65610,13000,3084.6980634832225,239.55555555555554,8624.0,1773.2432432432433,0.13144137415982077,1822.5,1.0,0.24324324324324326,0.08333333333333333,3.6666666666666665,0.8888888888888888,32.0,4.555555555555555,0.1388888888888889,4.527777777777778,0.1388888888888889,9,72.75,47,95,13.047988350699883,0.0,4.361111111111111,9,0.6388888888888888,0.2777777777777778,0.4444444444444444,0.5833333333333334,0.4444444444444444,0.1388888888888889,0.5833333333333334,0.1388888888888889,0.4444444444444444,2.4132365971218657,5.880117716185852,1.6925640951887682,0.6388888888888888,0.0,0.02857142857142857,5320.277777777777,2475.5555555555557,843.4444444444445,769.4444444444445,12.0,12.0,2.4,2.3333333333333335,0.12654320987654322,No,0
PRV51024,39,9,30,38,13,1642.3076923076924,64050,13000,3334.4891990563538,248.76923076923077,9702.0,1601.25,0.1514730449173315,1642.3076923076924,1.0,0.225,0.10256410256410256,1.641025641025641,1.0,39.0,3.5128205128205128,0.1794871794871795,3.5128205128205128,0.1794871794871795,10,68.02564102564102,36,90,14.499523003927766,0.0,4.717948717948718,9,0.6923076923076923,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.5897435897435898,0.1282051282051282,0.7692307692307693,0.15384615384615385,0.41025641025641024,2.1926728770608865,3.8559555831153745,2.030368130571719,0.717948717948718,0.02564102564102564,0.02631578947368421,4566.666666666667,1973.076923076923,629.8461538461538,668.7179487179487,12.0,12.0,2.7857142857142856,2.7142857142857144,0.14135437212360297,No,0
PRV51025,87,13,74,76,35,1360.344827586207,118350,17000,3052.031899721988,164.183908045977,14284.0,1344.8863636363637,0.1206918403731274,1537.012987012987,1.12987012987013,0.14772727272727273,0.09195402298850575,2.1724137931034484,1.0459770114942528,91.0,3.67816091954023,0.13793103448275862,3.67816091954023,0.13793103448275862,9,73.51724137931035,33,100,12.834240239845979,0.0,4.436781609195402,9,0.6896551724137931,0.21839080459770116,0.3218390804597701,0.5402298850574713,0.45977011494252873,0.14942528735632185,0.735632183908046,0.06896551724137931,0.47126436781609193,3.6214892409744457,14.30813453128323,2.2435722456748435,0.47126436781609193,0.0,0.13157894736842105,4823.563218390805,2288.9655172413795,552.4137931034483,621.3793103448276,12.0,12.0,2.4166666666666665,2.111111111111111,0.042725797728501894,No,0
PRV51026,76,0,76,56,29,261.05263157894734,19840,3300,668.7831316600191,4.473684210526316,340.0,257.6623376623377,0.01713623305276952,348.0701754385965,1.3333333333333333,0.0,0.10526315789473684,1.0921052631578947,0.0,0.0,2.4078947368421053,0.0,2.4078947368421053,0.0,9,69.5657894736842,33,95,14.842583356739297,0.013157894736842105,4.078947368421052,9,0.5657894736842105,0.15789473684210525,0.39473684210526316,0.4342105263157895,0.39473684210526316,0.14473684210526316,0.7368421052631579,0.07894736842105263,0.5131578947368421,4.040221581946507,15.88802923153256,2.5618708672362276,0.6578947368421053,0.0,0.25,3971.0526315789475,1811.578947368421,461.05263157894734,680.3947368421053,11.68421052631579,12.0,2.533333333333333,1.8666666666666667,0.09175900277008309,No,0
PRV51027,53,0,53,44,10,563.0188679245283,29840,3300,1044.0446219937528,0.0,0.0,552.5925925925926,0.0,663.1111111111111,1.1777777777777778,0.0,0.11320754716981132,2.1320754716981134,0.0,0.0,2.4716981132075473,0.0,2.452830188679245,0.0,9,73.0,40,94,13.403501264738487,0.018867924528301886,4.830188679245283,8,0.8301886792452831,0.3018867924528302,0.4339622641509434,0.6792452830188679,0.5094339622641509,0.16981132075471697,0.7735849056603774,0.1509433962264151,0.5660377358490566,1.9533998160164252,2.3011243557003858,1.8543687991142968,0.7169811320754716,0.0,0.18181818181818182,6231.132075471698,3564.5283018867926,705.2830188679245,947.1698113207547,11.773584905660377,11.962264150943396,4.818181818181818,4.0,0.19544321822712704,No,0
PRV51029,93,0,93,79,38,329.6774193548387,30660,3300,618.3119580109661,1.7204301075268817,160.0,326.17021276595744,0.005218355565702358,383.25,1.1625,0.0,0.0967741935483871,0.6989247311827957,0.0,0.0,2.838709677419355,0.0,2.838709677419355,0.0,9,70.91397849462365,34,99,12.40674423359301,0.010752688172043012,3.913978494623656,8,0.5698924731182796,0.13978494623655913,0.34408602150537637,0.4838709677419355,0.3548387096774194,0.0967741935483871,0.6666666666666666,0.13978494623655913,0.3225806451612903,3.2151078663499937,11.561452219554731,1.8755059391665176,0.5161290322580645,0.0,0.16455696202531644,3849.032258064516,1660.967741935484,409.03225806451616,493.1182795698925,11.741935483870968,11.978494623655914,2.3846153846153846,2.0256410256410255,0.05954445600647475,No,0
PRV51030,171,82,89,145,46,4326.081871345029,739760,57000,6972.1108605702175,507.29824561403507,86748.0,4300.930232558139,0.11726490042054123,5066.8493150684935,1.1712328767123288,0.47674418604651164,0.0935672514619883,3.198830409356725,2.216374269005848,379.0,5.152046783625731,0.3333333333333333,5.152046783625731,0.3333333333333333,10,71.85380116959064,26,100,13.740311031080125,0.011695906432748537,4.7894736842105265,10,0.7368421052631579,0.27485380116959063,0.4269005847953216,0.6491228070175439,0.47368421052631576,0.17543859649122806,0.7309941520467836,0.07602339181286549,0.4444444444444444,3.6761989683267213,20.79543120957591,1.6116456109511619,0.6081871345029239,0.04678362573099415,0.1310344827586207,7453.333333333333,2499.1812865497077,1009.4035087719299,665.672514619883,11.859649122807017,11.719298245614034,3.6382978723404253,3.0851063829787235,0.23990287609862865,No,0
PRV51031,185,28,157,157,60,1944.4324324324325,359720,68000,6540.990221125198,163.48108108108107,30244.0,1933.978494623656,0.08407627022053202,2276.7088607594937,1.1708860759493671,0.15053763440860216,0.08648648648648649,2.0,0.8378378378378378,155.0,3.362162162162162,0.13513513513513514,3.3567567567567567,0.13513513513513514,10,72.63783783783784,29,99,14.789599594620972,0.005405405405405406,4.956756756756757,11,0.7189189189189189,0.21081081081081082,0.4864864864864865,0.6918918918918919,0.4810810810810811,0.10270270270270271,0.7027027027027027,0.10270270270270271,0.43783783783783786,6.756059181164302,59.15823799667294,3.363958609217,0.6216216216216216,0.03783783783783784,0.14012738853503184,6142.648648648648,1868.0,709.9027027027028,613.2432432432432,11.935135135135136,11.972972972972974,3.0327868852459017,2.5737704918032787,0.04444119795471148,No,0
PRV51032,23,0,23,21,10,235.65217391304347,5420,2900,596.2063865273236,2.1739130434782608,50.0,225.83333333333334,0.009223390518354546,246.36363636363637,1.0454545454545454,0.0,0.08695652173913043,0.9130434782608695,0.0,0.0,2.347826086956522,0.0,2.347826086956522,0.0,6,69.43478260869566,44,90,13.395474428995248,0.043478260869565216,4.434782608695652,11,0.4782608695652174,0.13043478260869565,0.391304347826087,0.6521739130434783,0.43478260869565216,0.21739130434782608,0.6956521739130435,0.13043478260869565,0.4782608695652174,4.428242982979046,20.38722329622447,2.530027101488977,0.6956521739130435,0.0,0.09523809523809523,8186.086956521739,1402.608695652174,1099.6521739130435,423.9130434782609,11.478260869565217,12.0,2.090909090909091,1.9090909090909092,0.1531190926275992,No,0
PRV51035,30,1,29,25,18,1085.3333333333333,32560,29000,5274.670594933628,47.6,1428.0,1050.3225806451612,0.043856146924234514,1252.3076923076924,1.1538461538461537,0.03225806451612903,0.1,2.2666666666666666,0.4666666666666667,14.0,2.4,0.03333333333333333,2.4,0.03333333333333333,9,73.76666666666667,37,98,15.577798820499448,0.0,4.933333333333334,8,0.7666666666666667,0.26666666666666666,0.26666666666666666,0.6,0.6,0.13333333333333333,0.7333333333333333,0.26666666666666666,0.6,5.469178554872728,29.93874425911153,4.859954479356974,0.6333333333333333,0.0,0.2,3605.3333333333335,1332.0,356.0,439.3333333333333,12.0,11.7,1.5789473684210527,1.3157894736842106,0.07999999999999999,No,0
PRV51036,278,0,278,131,5,269.3525179856115,74880,4400,579.1512632739048,5.071942446043166,1410.0,268.38709677419354,0.018829876737757243,567.2727272727273,2.106060606060606,0.0,0.10071942446043165,1.0503597122302157,0.0,0.0,2.615107913669065,0.0,2.615107913669065,0.0,10,72.65827338129496,28,100,12.151055275178535,0.0,4.399280575539568,9,0.6223021582733813,0.15827338129496402,0.35611510791366907,0.5719424460431655,0.3920863309352518,0.11151079136690648,0.7230215827338129,0.0683453237410072,0.4748201438848921,4.1701377341181445,20.05496314205816,2.150160940031354,0.2805755395683453,0.0035971223021582736,0.44274809160305345,5654.3165467625895,2070.5755395683454,585.0935251798561,512.0863309352518,11.863309352517986,11.43525179856115,46.333333333333336,21.833333333333332,0.5323223435639977,No,0
PRV51037,454,23,431,206,3,753.8105726872246,342230,23000,2427.046146481494,56.220264317180614,25524.0,752.1538461538462,0.0745812039236656,1653.2850241545893,2.1932367149758454,0.05054945054945055,0.09691629955947137,1.5330396475770924,0.23127753303964757,105.0,2.986784140969163,0.028634361233480177,2.986784140969163,0.028634361233480177,10,71.89867841409692,28,100,14.362796803700514,0.022026431718061675,4.656387665198238,11,0.6718061674008811,0.14537444933920704,0.42951541850220265,0.5969162995594713,0.3986784140969163,0.2290748898678414,0.6850220264317181,0.06387665198237885,0.45154185022026433,5.872808907631786,39.611153139579145,3.219702978994058,0.3964757709251101,0.00881057268722467,0.4854368932038835,3989.911894273128,2154.0308370044054,644.7136563876652,573.7444933920705,11.973568281938325,11.931718061674008,113.5,51.5,0.45542057315352436,Yes,1
PRV51038,141,30,111,107,44,1882.9078014184397,265490,17000,3612.4397254501177,221.21985815602838,31192.0,1869.6478873239437,0.11748797511026739,2458.240740740741,1.3055555555555556,0.2112676056338028,0.09929078014184398,1.7801418439716312,0.8581560283687943,121.0,3.3191489361702127,0.10638297872340426,3.3191489361702127,0.10638297872340426,10,71.56028368794327,33,95,13.19273002957432,0.0070921985815602835,4.843971631205674,9,0.6666666666666666,0.22695035460992907,0.49645390070921985,0.624113475177305,0.46099290780141844,0.19148936170212766,0.7730496453900709,0.09929078014184398,0.44680851063829785,2.327015678113027,4.9586156298634005,1.9185430761542661,0.574468085106383,0.028368794326241134,0.205607476635514,4961.276595744681,2191.1347517730496,628.6808510638298,622.9787234042553,11.914893617021276,11.936170212765957,3.1333333333333333,2.3777777777777778,0.06141542175946883,No,0
PRV51040,86,9,77,69,15,865.9302325581396,74470,21000,3171.5249172846784,102.13953488372093,8784.0,855.9770114942529,0.11795195445206859,1063.857142857143,1.2285714285714286,0.10344827586206896,0.10465116279069768,1.6627906976744187,1.1046511627906976,95.0,3.453488372093023,0.08139534883720931,3.453488372093023,0.08139534883720931,9,71.17441860465117,32,99,13.820012650428465,0.011627906976744186,4.372093023255814,9,0.5697674418604651,0.1511627906976744,0.4069767441860465,0.627906976744186,0.38372093023255816,0.08139534883720931,0.7325581395348837,0.12790697674418605,0.47674418604651164,5.4396191019431335,31.069950111154167,3.6625640242536237,0.6627906976744186,0.0,0.21739130434782608,7919.53488372093,2433.0232558139537,574.7441860465116,601.8604651162791,11.790697674418604,12.0,5.375,4.3125,0.14030612244897958,No,0
PRV51041,34,0,34,31,9,217.94117647058823,7410,3200,562.4232171797465,7.9411764705882355,270.0,211.71428571428572,0.0364323303197949,231.5625,1.0625,0.0,0.11764705882352941,2.3529411764705883,0.0,0.0,2.5294117647058822,0.0,2.5294117647058822,0.0,8,70.41176470588235,38,90,12.257632494376775,0.0,4.088235294117647,9,0.6176470588235294,0.08823529411764706,0.47058823529411764,0.5,0.20588235294117646,0.29411764705882354,0.6470588235294118,0.058823529411764705,0.4411764705882353,4.8733866810681405,25.589064406845228,2.580619350070667,0.4117647058823529,0.0,0.06451612903225806,1373.5294117647059,2287.6470588235293,251.2941176470588,613.8235294117648,12.0,12.0,3.4,3.1,0.20415224913494812,No,0
PRV51042,142,0,142,128,52,338.38028169014086,48050,3300,625.7915694564421,2.183098591549296,310.0,336.013986013986,0.006451478637281222,372.48062015503876,1.1007751937984496,0.0,0.1056338028169014,1.232394366197183,0.0,0.0,2.4859154929577465,0.0,2.4859154929577465,0.0,9,72.59859154929578,27,100,12.81347908372851,0.0,4.070422535211268,9,0.5563380281690141,0.15492957746478872,0.352112676056338,0.5211267605633803,0.4084507042253521,0.14084507042253522,0.6126760563380281,0.09154929577464789,0.39436619718309857,2.9648781006273413,9.017901851540499,1.8493736287731979,0.6901408450704225,0.0,0.0703125,4791.478873239436,2390.4225352112676,488.8732394366197,683.943661971831,12.0,11.830985915492958,2.6792452830188678,2.4150943396226414,0.049990081333068835,No,0
PRV51043,23,0,23,20,6,194.7826086956522,4480,1100,297.6402582315741,0.0,0.0,186.66666666666666,0.0,213.33333333333334,1.0952380952380953,0.0,0.13043478260869565,0.0,0.0,0.0,1.9130434782608696,0.0,1.9130434782608696,0.0,7,74.17391304347827,34,94,14.092719506291324,0.0,4.260869565217392,7,0.6086956521739131,0.043478260869565216,0.34782608695652173,0.6956521739130435,0.30434782608695654,0.13043478260869565,0.782608695652174,0.0,0.391304347826087,2.103231343685039,3.84808724870774,1.5280638257346113,0.6521739130434783,0.0,0.15,3136.9565217391305,1605.2173913043478,371.4782608695652,550.4347826086956,12.0,12.0,3.2857142857142856,2.857142857142857,0.2476370510396975,No,0
PRV51044,59,0,59,39,1,361.52542372881356,21330,3300,633.149798583193,2.2033898305084745,130.0,355.5,0.006094416576813089,533.25,1.475,0.0,0.1016949152542373,2.152542372881356,0.0,0.0,2.389830508474576,0.0,2.389830508474576,0.0,9,69.15254237288136,32,96,11.767596595388294,0.0,4.508474576271187,9,0.6610169491525424,0.13559322033898305,0.3728813559322034,0.576271186440678,0.5084745762711864,0.11864406779661017,0.5932203389830508,0.06779661016949153,0.3728813559322034,3.1390511204484213,10.42455170704076,1.751328556788798,0.5084745762711864,0.0,0.3333333333333333,3621.6949152542375,2770.508474576271,367.1186440677966,968.1355932203389,12.0,12.0,29.5,19.5,1.0,No,0
PRV51045,31,0,31,29,16,270.64516129032256,8390,3300,602.7212483609703,1.2903225806451613,40.0,262.1875,0.004767012275056608,279.6666666666667,1.0333333333333334,0.0,0.0967741935483871,2.2580645161290325,0.0,0.0,2.6451612903225805,0.0,2.6451612903225805,0.0,9,71.3225806451613,50,98,9.620766070586388,0.0,4.483870967741935,8,0.6774193548387096,0.1935483870967742,0.5161290322580645,0.5483870967741935,0.4838709677419355,0.0967741935483871,0.7419354838709677,0.06451612903225806,0.41935483870967744,4.556074886231373,22.751455737057668,2.226979582731948,0.6451612903225806,0.0,0.06896551724137931,3838.3870967741937,1972.9032258064517,516.7741935483871,548.0645161290323,12.0,12.0,1.8235294117647058,1.7058823529411764,0.07388137356919874,No,0
PRV51046,38,8,30,26,6,2878.157894736842,109370,38000,7053.672555125875,227.47368421052633,8644.0,2804.358974358974,0.0790337475199093,4050.740740740741,1.4074074074074074,0.20512820512820512,0.07894736842105263,1.631578947368421,0.9473684210526315,36.0,3.473684210526316,0.13157894736842105,3.473684210526316,0.13157894736842105,9,72.07894736842105,26,100,15.822292824157032,0.0,5.105263157894737,9,0.7894736842105263,0.10526315789473684,0.3684210526315789,0.5526315789473685,0.3157894736842105,0.34210526315789475,0.8157894736842105,0.07894736842105263,0.47368421052631576,3.818497936017122,16.942159525429624,2.450759413867515,0.34210526315789475,0.0,0.2692307692307692,5885.789473684211,2156.5789473684213,562.1052631578947,673.1578947368421,11.68421052631579,11.68421052631579,5.428571428571429,3.7142857142857144,0.33240997229916897,No,0
